Feat,Indi,Pais,CCod,ICod,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Inscripción escolar, nivel primario, mujeres (% neto)",Education,Bolivia,BOL,SE.PRM.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.53834,90.92034,88.24858,86.56156999999997,85.92499000000002,85.82587,86.85004,88.53281,90.63875,92.7218,
"Inscripción escolar, nivel primario (% neto)",Education,Bolivia,BOL,SE.PRM.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.72467,94.759,95.14838,94.89123,95.16109,95.2292,94.82356,94.96596,95.07125,94.89489,94.08623,93.52178,90.89746,88.24213,86.63318000000002,86.31707,86.31873,87.3167,88.81425,90.87779,92.85137,
"Tasa bruta de ingreso en primer grado, total (% del grupo etario correspondiente)",Education,Bolivia,BOL,SE.PRM.GINT.ZS,,,,,,,,,,,,,,,,,,,,,139.68648000000002,132.67733,129.64363,133.02962,135.55693,137.88048999999998,134.88493,135.79438000000002,129.39453,132.38759,128.98242,127.53571,127.42768999999998,123.07692,124.72192,125.44526,125.24056000000002,123.91753,115.7387,96.52582,90.30936,88.11135,90.59564,92.28039,92.6226,94.79886,95.68299,100.09803,98.96598,
"Tasa bruta de ingreso en primer grado, varones (% del grupo etario correspondiente)",Education,Bolivia,BOL,SE.PRM.GINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,139.75092,133.09691,129.92827,133.31011,135.20972,137.04708,133.81727,134.66692,129.44043,131.57172,128.01124,126.59115,127.0852,122.5292,124.55234,125.24212,125.31422,124.0654,116.20498,96.73226,90.50245,88.00003000000002,92.16413,94.30229,93.55185,94.92202,95.96797,100.28159,99.41076,
"Tasa bruta de ingreso en primer grado, mujeres (% del grupo etario correspondiente)",Education,Bolivia,BOL,SE.PRM.GINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,139.61965,132.24181000000002,129.34801000000002,132.7382,135.9177,138.74624,135.99426,136.96623,129.3468,133.23625,129.99317,128.51923,127.78441,123.64747,124.89855,125.65677,125.16385,123.76346,115.25272,96.31061,90.10806,88.22746,88.95897,90.17001,91.65255,94.67028,95.3854,99.9063,98.50134,
"Inscripción escolar, nivel primario, varones (% bruto)",Education,Bolivia,BOL,SE.PRM.ENRR.MA,103.9264,99.4352,,101.83837,103.34,107.76793,109.43229,105.21031,105.26135,106.79364,104.22809,107.45113,,108.37809,112.87333999999998,,111.15253,118.2346,,106.51043,108.79159,110.35152,110.27417,110.36615,112.1914,114.61884,115.68168,116.80653,117.46653,119.15212,119.04975,117.92383999999998,118.38586,116.20999,115.41124,114.74427,113.21954,112.40294,111.26639,107.71178,104.81144,101.07133,98.93805,98.03699,96.99894,96.87174,97.32766,98.15357,98.63172,
"Inscripción escolar, nivel primario, mujeres (% bruto)",Education,Bolivia,BOL,SE.PRM.ENRR.FE,73.63778,77.48536999999997,,82.76979,85.68758000000003,90.91034,93.46434,91.38094,92.99418,94.5608,95.58928,95.45904,,98.93133,105.78433,,103.58541,109.71623999999998,,99.78017,102.52477,104.43667,104.81612,106.53688,108.73207,111.2442,112.48854,113.79012,115.13866000000002,117.41966,117.36041000000002,116.53197,117.23113,115.87395,115.42229,114.88491,113.34208999999998,112.37399,110.73989,106.611,104.21731,100.28627,97.59756,95.94832,94.75959,94.9035,95.74906,96.87381,97.64904,
"Inscripción escolar, nivel primario (% bruto)",Education,Bolivia,BOL,SE.PRM.ENRR,88.9309,88.57391,90.00284,92.41235,94.61704,99.43927,101.54596,98.38283,99.20744,100.75862,99.9671,101.53985,,103.72649,109.38389,,107.4295,114.04511,,103.20282,105.71265,107.44686000000002,107.59494,108.48703,110.49408,112.96301,114.11485,115.3264,116.32431,118.30218,118.22122,117.24152,117.82004,116.04538,115.41665,114.81316,113.27957,112.38876,111.0085,107.1726,104.52044,100.68689,98.28176,97.01457,95.90289,95.90844,96.55513,97.52736,98.15092,
"Proporción alumnos-maestro, nivel primario",Education,Bolivia,BOL,SE.PRM.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.72372,,,,,,,,,,,,,,16.44289,16.75972,16.99771,17.208560000000002,17.58897,17.798270000000006,
"Educación de nivel primario, alumnos (% de mujeres)",Education,Bolivia,BOL,SE.PRM.ENRL.FE.ZS,40.99486,43.28767,,44.27428,44.75155,45.16845,45.45787,45.8558,46.25975,46.29991,47.16378,46.34117,,46.96381,47.60358,,47.43957,47.31512,,47.51555,47.64914,47.73209,47.81984,48.19041,48.28264,48.32017000000001,48.36939,48.4158,48.56717,48.69342,48.68766,48.72485,48.75595,48.91312,48.98155,49.01426,49.01107,48.97738,48.86452,48.72477,48.83759000000001,48.77395,48.61792,48.41253,48.36144,48.42958,48.52877,48.60395,48.67685,
"Educación de nivel primario, alumnos",Education,Bolivia,BOL,SE.PRM.ENRL,609174.0,620865.0,646341.0,679557.0,710943.0,760956.0,795508.0,790081.0,816377.0,847777.0,856933.0,889615.0,,950896.0,1023633.0,,1043770.0,1129846.0,,1057479.0,1097661.0,1133818.0,1156679.0,1189774.0,1236316.0,1287601.0,1326463.0,1365325.0,1400205.0,1444879.0,1461816.0,1469558.0,1497204.0,1494321.0,1504493.0,1512676.0,1508194.0,1512002.0,1508389.0,1469495.0,1444023.0,1400598.0,1373868.0,1360090.0,1345789.0,1345182.0,1354038.0,1368580.0,1379099.0,
"Educación de nivel primario, duración (años)",Education,Bolivia,BOL,SE.PRM.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Tasa de finalización de la educación de nivel primario, total (% del grupo etario correspondiente)",Education,Bolivia,BOL,SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25596,96.88193,97.44642,94.44821,90.71196,88.83914,89.91243,91.61031,94.83978,
"Tasa de finalización de la educación de nivel primario, varones (% del grupo etario correspondiente)",Education,Bolivia,BOL,SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.97333,96.57732,96.99193,94.01809,90.57785,89.34019,90.21767,92.16623,95.4334,
"Tasa de finalización de la educación de nivel primario, mujeres (% del grupo etario correspondiente)",Education,Bolivia,BOL,SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.55014,97.1991,97.91981,94.89639,90.85175,88.31674,89.59416,91.03054,94.22059,
Edad de inicio de la educación de nivel primario,Education,Bolivia,BOL,SE.PRM.AGES,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Inscripción escolar, nivel preprimario, varones (% bruto)",Education,Bolivia,BOL,SE.PRE.ENRR.MA,,27.82822,28.81622,,,,,,,,27.87622,,,,37.69246,,37.30289000000001,,,29.897890000000004,31.80903,32.569320000000005,33.39891,35.51973,36.28894,37.49511,37.51283,37.59757000000001,46.41533,47.14509,48.53447,48.53489,48.69518,48.68059,50.88259,51.96456,51.36693,50.43314,48.5074,46.27492,47.25972,54.4071,60.89751,63.24827,66.87354,69.84538,73.72073,73.61055999999998,73.87865,
"Inscripción escolar, nivel preprimario, mujeres (% bruto)",Education,Bolivia,BOL,SE.PRE.ENRR.FE,,25.182170000000006,26.26322,,,,,,,,28.11574,,,,38.5456,,37.35667,,,30.02643,32.06511,32.56386,33.40767,35.26624,36.37219,37.95776,37.99668,38.10277,46.87722,47.88652,49.20785,49.15401,49.67278,49.06555,51.49021,52.31907,52.04538,50.75086,48.64351,46.64874,47.67387,54.30342,57.19369,62.60146999999999,67.62376,70.53272,73.61515,73.96895,75.10007,
"Inscripción escolar, nivel preprimario (% bruto)",Education,Bolivia,BOL,SE.PRE.ENRR,23.93497,26.52175,27.55634,25.67174,25.99905,,,,,,27.9941,31.99581,32.96825,33.962509999999995,38.11176,,37.32931,39.74051,30.85619,29.96095,31.93466,32.56664,33.4032,35.39545,36.32975,37.72195,37.75001,37.84516,46.64165,47.50831,48.8643,48.83811,49.17396,48.86913,51.18019,52.1382,51.69915,50.58868,48.57402,46.45786,47.46241,54.35637,59.08563,62.9319,67.24047,70.18155,73.6691,73.78579,74.47584,
"Relación alumno-maestro, preescolar",Education,Bolivia,BOL,SE.PRE.ENRL.TC.ZS,,,,,,,,,,,,,,,34.828790000000005,,56.02557,54.84598,41.03495,31.82453,41.8418,,,,,,,,,41.8339,,,,,,,,,,,,34.017,33.12716,31.69309,32.80488,32.98337,32.772009999999995,31.74918,31.00561,
"Educación preescolar, duración (años)",Education,Bolivia,BOL,SE.PRE.DURS,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,
Proporción de inscripciones de mujeres con respecto a varones en la educación terciaria (%),Education,Bolivia,BOL,SE.ENR.TERT.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proporción de inscripciones de mujeres con respecto a varones en la educación secundaria (%),Education,Bolivia,BOL,SE.ENR.SECO.FM.ZS,,0.71622,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93935,0.93953,0.93012,0.93452,0.93898,0.93948,0.94409,0.95424,0.96486,0.9753,0.98439,0.99603,0.99584,1.00371,0.99692,0.99474,0.99159,0.98532,0.98055,0.97887,0.97911,
Proporción de niñas con respecto a niños en educación primaria y secundaria (%),Education,Bolivia,BOL,SE.ENR.PRSC.FM.ZS,,0.76452,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96528,0.96809,0.96531,0.96783,0.97015,0.97389,0.97706,0.98178,0.98608,0.98963,0.99076,0.99238,0.99498,0.99725,0.99116,0.98611,0.9838,0.98235,0.9822,0.98307,0.98481,
Proporción de inscripciones de mujeres con respecto a varones en la educación primaria (%),Education,Bolivia,BOL,SE.ENR.PRIM.FM.ZS,0.7085600000000001,0.77925,,0.81276,0.8291799999999999,0.8435799999999999,0.85408,0.86855,0.88346,0.88545,0.91712,0.88839,,0.91284,0.9372,,0.93192,0.92795,,0.93681,0.9424,0.9464,0.9505,0.9653,0.96917,0.97056,0.9724,0.97418,0.98018,0.98546,0.98581,0.9882,0.99025,0.99711,1.0001,1.0012299999999998,1.00108,0.99974,0.99527,0.98978,0.99433,0.99223,0.98645,0.9787,0.97691,0.97968,0.98378,0.98696,0.99004,
"Educación obligatoria, duración (años)",Education,Bolivia,BOL,SE.COM.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,
Población entre 15 y 64 años de edad (% del total),Education,Chile,CHL,SP.POP.1564.TO.ZS,57.5576292832133,57.906226330060214,58.262172750229304,58.631699398071,59.02898876744951,59.4563110755759,59.8786376493254,60.3071251372933,60.7401278635497,61.1750532680188,61.607230115064404,61.9768116322429,62.3554453026764,62.7198445409625,63.0375798912663,63.2904922447443,63.5326566993601,63.69969478579479,63.809147904046405,63.8883651875622,63.950818038297605,63.9455207154987,63.95566880291929,63.980482665500794,64.0239257281697,64.0971343450388,64.1827279351933,64.3259129108048,64.5180816082113,64.7501912575514,65.0176214821807,65.3798280535853,65.7401053492038,66.1105997784683,66.50032023161329,66.9012460883432,67.2800349065921,67.6541625794493,68.0063894153418,68.3122346277602,68.5561864895113,68.7043188250657,68.8189838972752,68.8837502668382,68.88941519601461,68.83656300813949,68.8222483435176,68.7839092508846,68.7162958723189,
Población entre 0 y 14 años de edad (% del total),Education,Chile,CHL,SP.POP.0014.TO.ZS,38.2367654373333,37.8228829977933,37.4048390714111,36.9756012885077,36.5200764268327,36.035379261571606,35.526283741435,35.0134796282155,34.4995317501363,33.9890164948049,33.486771749140104,33.029928991624395,32.56737895919,32.1199349006883,31.7176451496858,31.376592569482998,31.028024422330297,30.758470113401,30.540785951860105,30.334354921042294,30.119409040844307,29.9568707763868,29.7586214512014,29.5366483190279,29.3027909820038,29.053264247090503,28.7926130618473,28.484595792569,28.1350054777983,27.7499406442082,27.331544255304298,26.80997489513,26.298510833274,25.777897205566397,25.231947032561003,24.66476434958,24.1196859287203,23.5720691740176,23.036423066964804,22.535343386600104,22.0817643989147,21.7285837831916,21.3958376807083,21.092937560790894,20.819007465471397,20.5670398928665,20.2993805064597,20.024196501231,19.753902470799503,
"Desempleo, total (% de la población activa total) (estimación modelado OIT)",Education,Chile,CHL,SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,5.230000019073491,4.349999904632569,4.48999977111816,5.869999885559079,4.6999998092651385,7.41400003433228,7.136000156402591,7.30700016021729,11.1579999923706,10.491000175476099,10.3900003433228,10.1680002212524,9.76500034332275,10.1619997024536,9.34000015258789,9.02400016784668,8.427000045776369,9.28499984741211,11.312999725341802,8.423999786376951,7.343999862670901,6.65899991989136,6.21400022506714,6.66499996185303,6.50799989700317,6.73799991607666,6.95800018310547,7.2329998016357395,7.09000015258789
"Desempleo, varones (% de la población activa masculina) (estimación modelado OIT)",Education,Chile,CHL,SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,5.01700019836426,3.89000010490417,4.19399976730347,5.42700004577637,4.4310002326965305,6.118000030517581,5.86700010299683,6.24399995803833,10.133000373840302,9.432000160217287,9.58199977874756,9.307000160217287,8.52499961853027,8.53299999237061,7.62099981307983,7.40700006484985,6.93800020217896,7.486999988555911,9.954000473022461,7.44299983978271,6.30800008773804,5.645999908447268,5.54500007629395,6.34100008010864,6.06400012969971,6.3660001754760716,6.599999904632571,6.68800020217896,6.6420001983642605
"Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",Education,Chile,CHL,SL.UEM.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,5.69099998474121,5.32000017166138,5.105000019073491,6.77699995040894,5.23899984359741,9.967000007629393,9.559000015258787,9.32100009918213,13.088000297546401,12.460000038147,11.9160003662109,11.789999961853,12.001999855041499,12.9820003509521,12.251000404357901,11.7329998016357,10.8620004653931,12.1000003814697,13.4010000228882,9.90900039672852,8.86200046539307,8.13000011444092,7.173999786376951,7.124000072479251,7.13700008392334,7.2610001564025906,7.45499992370605,7.979000091552732,7.7020001411438
"Población activa, total",Education,Chile,CHL,SL.TLF.TOTL.IN,,,,,,,,,,,,,,,,,,,,,5056650.0,5185169.0,5333014.0,5464670.0,5591290.0,5737111.0,5873386.0,6011984.0,6136950.0,6239824.0,6283159.0,6316231.0,6385894.0,6570751.0,6781761.0,6980489.0,7198581.0,7410415.0,7731123.0,7845618.0,8033000.0,8315407.0,8423909.0,8556606.0,8714329.0,8861615.0,9001237.0,9208644.0,9391133.0,9558222.0
"Población activa, mujeres (% de la población activa total)",Education,Chile,CHL,SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,31.2673410261735,31.6289787275979,32.1506750216669,32.5154675396685,32.81691702630339,33.2797814091448,33.6718717278245,34.375507320046104,34.5398773006135,34.697805579131696,34.9702753025986,34.614614316670796,34.6857934065301,35.6486191608844,36.62305410055,37.1256369002229,37.382353549956605,37.9427333017112,38.9870139176417,39.43503239642821,39.8047180380929,40.57642638538321,40.7978647442654,41.069999015964996,41.3894747375271,41.315493846212,41.580385007082896,41.8740804835109,42.2261296906348,42.2481503359098
"Gasto público en educación, total (% del PIB)",Education,Chile,CHL,SE.XPD.TOTL.GD.ZS,,,,,3.75121,3.59473,,,3.07045,3.4823699999999995,4.22,4.9143,,,,,,2.82329,,,2.25016,,,2.3837200000000003,2.51182,2.5647,2.79625,3.01246,3.34015,3.72922,3.775830000000001,,4.08121,3.96346,3.53839,3.26283,3.02153,3.21379,3.79243,4.23065,4.16209,4.04519,,4.5294300000000005,4.73095,4.87531,5.34415,5.4027400000000005,,
"Gasto público en educación, total (% del gasto del gobierno)",Education,Chile,CHL,SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,13.51883,14.132420000000002,15.02462,15.75999,14.50414,15.170370000000002,15.652220000000002,16.42791,,17.4506,17.637220000000006,17.02105,16.199089999999998,16.231279999999998,16.74641,17.40113,17.035610000000002,17.84356,17.74974,,19.64569,19.920720000000006,19.59405,21.15548,21.29961,,
Gasto en educación de nivel terciario (% del gasto público en educación),Education,Chile,CHL,SE.XPD.TERT.ZS,,,,,47.93494000000001,27.35102,,,32.45636,33.66482,35.8439,36.3581,,,,,,20.76482,,,20.14737,,,20.797220000000006,19.17723,17.642210000000006,16.72845,16.52374,16.5246,,14.53464,,14.02741,13.1512,15.1174,13.96576,14.81158,15.31078,14.51448,15.601720000000002,22.32997,21.79243,,25.61457,24.69634,25.68189,25.39554,25.15363,,
"Gasto por alumno, nivel terciario (% del PIB per cápita)",Education,Chile,CHL,SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33815,20.33415,,18.6209,,17.21431,14.56763,14.74927,11.11074,11.07058,10.79614,11.42521,12.71999,16.0562,14.31161,15.20969,17.364710000000002,17.21655,18.41495,19.98293,20.25927,,
Porcentaje del gasto público en educación secundaria (% del gasto público en educación),Education,Chile,CHL,SE.XPD.SECO.ZS,,,,,9.69668,13.23993,,,16.24728,16.92419,17.13588,14.81841,,,,,,18.21446,,,17.798189999999995,,,13.68655,18.0941,16.80571,19.64315,19.57906,33.2911,,34.269859999999994,,35.30187,38.38326,38.00873,38.99647,38.60399,38.36206,37.86879,35.23236,32.53252,32.46946,,29.65169,27.97542,29.365440000000003,29.06897,28.47031,,
"Gasto por alumno, nivel secundario (% del PIB per cápita)",Education,Chile,CHL,SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36893,,14.26927,,15.09564,15.485079999999998,13.504029999999998,12.63158,11.6756,12.64539,15.10256,16.47026,15.21726,15.16071,16.45029,15.01836,15.101820000000002,16.63683,18.48666,18.68243,,
Porcentaje del gasto público en educación primaria (% del gasto público en educación),Education,Chile,CHL,SE.XPD.PRIM.ZS,,,,,21.81322,34.26924,,,44.62857,39.53172,41.16325,43.64039,,,,,,52.98666,,,53.84399000000001,,,49.02621,52.69638000000001,56.07771,54.56029,52.7258,41.53546,,43.01821,,42.04219000000001,39.79187,37.77649,37.40762,35.89175,35.45253,36.4039,36.38675,31.73536,32.75136,,29.20625,24.79976,25.61475,28.08302,27.907740000000004,,
"Gasto por alumno, nivel primario (% del PIB per cápita)",Education,Chile,CHL,SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39076,11.69179,,13.85617,,15.343520000000002,14.58796,12.19072,11.47725,10.46523,11.21729,13.9227,16.128829999999994,14.57257,15.017029999999998,16.77241,15.78767,14.18282,15.18748,18.29521,18.38536,,
"Gasto corriente en educación, total (% del gasto total en instituciones públicas)",Education,Chile,CHL,SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.55491,87.18878000000002,,86.06871,89.20166,85.27186999999998,95.58858,95.04005,95.34914,97.22917,97.0308,,,,,,,,,,
"Gasto corriente en educación, nivel terciario (% del gasto total en instituciones de educación de nivel terciario)",Education,Chile,CHL,SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.79368,91.96148,,90.17136,93.16863,85.00910999999998,92.14439,92.08556,92.59667,95.5029,94.93779,94.65514,94.13918,,,,,,,,
"Gasto corriente en educación, nivel secundario (% del gasto total en instituciones de educación de nivel secundario)",Education,Chile,CHL,SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.99729,91.73306,84.67396,,83.60122,86.86923,84.69466,96.90138,96.06559,96.3058,97.76321,97.65162,,,,,,,,,,
"Gasto corriente en educación, nivel primario (% del gasto total en instituciones de educación de nivel primario)",Education,Chile,CHL,SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.40714,90.84253,84.74325,,83.37015,86.98756999999998,83.45626,97.25683,96.62891,96.56086,97.94736,97.9178,,,,,,,,,,
"Educacin terciaria, profesores (% de mujeres)",Education,Chile,CHL,SE.TER.TCHR.FE.ZS,,,,,,,,,,,,,,21.34815,22.13998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Inscripción escolar, nivel terciario, varones (% bruto)",Education,Chile,CHL,SE.TER.ENRR.MA,10.31101,12.83255,15.4769,,,15.15026,13.98845,13.658129999999998,13.34251,13.2913,14.03508,,,16.81508,17.53071,18.06098,19.3462,20.0465,,,,,,28.33228,28.95066,29.51451,31.53129,32.1349,34.1165,36.95147,36.90062,,41.80255,44.70679000000001,45.03428,50.43982000000001,48.31537,53.75879000000001,55.94931999999999,59.12311999999999,65.47506,68.90478,71.76283000000002,75.80151,78.37948,80.73680999999998,81.96105,82.46128,,
"Inscripción escolar, nivel terciario, mujeres (% bruto)",Education,Chile,CHL,SE.TER.ENRR.FE,6.52116,8.031080000000001,9.86182,,,12.44243,10.35611,9.89582,9.68873,8.72799,10.69498,,,12.38315,13.14107,13.893670000000002,15.24521,16.136,,,,,,24.00474,24.864420000000006,25.31659,26.83865,28.03912,29.849090000000004,33.74387,33.81147,,38.91332,42.19605,42.79312,48.26503,48.15148,54.16067,57.53768,62.75646999999999,70.32853,75.75654,80.23165999999998,84.24253,87.45525,89.94314,92.58558,94.66281,,
"Inscripción escolar, nivel terciario (% bruto)",Education,Chile,CHL,SE.TER.ENRR,8.42936,10.44299,12.67716,14.1505,13.65225,13.797820000000002,12.17424,11.77925,11.51806,11.01303,12.36781,,13.07453,14.602670000000002,15.34016,15.98257,17.30162,18.0979,18.95202,,,21.15908,24.01112,26.18572,26.92556,27.435990000000004,29.20949,30.10981,32.007940000000005,35.36762,35.3763,,40.37825,43.46954,43.93025,49.36884000000001,48.23467,53.95667,56.73127,60.9115,67.86343000000001,72.27679,75.93106999999998,79.95629,82.84638000000002,85.26671999999998,87.18814,88.46441999999998,,
"Relación alumno-maestro, nivel terciario",Education,Chile,CHL,SE.TER.ENRL.TC.ZS,,,,,,13.10509,,,,,,,,12.95358,12.46877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adolescentes que no asisten a la escuela (% de adolescentes en edad de asistir al ciclo inferior de la escuela secundaria),Education,Chile,CHL,SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.28372,4.3543400000000005,5.2366800000000016,3.0973900000000003,2.72605,2.88218,2.12801,1.30483,2.19392,3.3319300000000003,5.04999,,
"Adolescentes que no asisten a la escuela, varones (% de varones en edad de asistir al ciclo inferior de la escuela secundaria)",Education,Chile,CHL,SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03328,3.96907,4.90746,2.73801,2.43416,2.65804,1.82561,0.99126,2.02104,3.18813,4.69281,,
"Adolescentes que no asisten a la escuela, mujeres (% de mujeres en edad de asistir al ciclo inferior de la escuela secundaria)",Education,Chile,CHL,SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54319,4.75358,5.57788,3.4698900000000004,3.02855,3.11444,2.4413,1.62969,2.37304,3.48085,5.41982,,
"Educación de nivel secundario, maestros (% de mujeres)",Education,Chile,CHL,SE.SEC.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.26348,63.23685,,63.12825,,62.7853,62.57122,62.62047,62.85714,62.76188000000001,62.8563,61.85154,62.15957,62.29294,59.454980000000006,59.63543000000001,59.91255,59.9759,59.98031,,
"Educación de nivel secundario, maestras",Education,Chile,CHL,SE.SEC.TCHR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28003.0,29973.0,,29027.0,,39750.0,41180.0,41910.0,42724.0,42749.0,42868.0,42946.0,44073.0,44864.0,44486.0,46263.16725,47651.93,48770.0,49661.93,,
"Educación de nivel secundario, maestros",Education,Chile,CHL,SE.SEC.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44975.0,47398.0,,45981.0,,63311.0,65813.0,66927.0,67970.0,68113.0,68200.0,69434.0,70903.0,72021.0,74823.0,77576.64424,79535.81,81316.0,82797.06,,
Transición a la escuela secundaria (%),Education,Chile,CHL,SE.SEC.PROG.ZS,91.81019,91.30646,90.32445,88.91428,88.09404,86.48078000000002,91.47108,,,,,,94.81749,,,,,,,,,,,,,,98.56956,,,,,,,,,,,,,,96.528,97.394,97.35059,97.31431,97.39676,97.57968,97.90418,,,
"Transición a la escuela secundaria, varones (%)",Education,Chile,CHL,SE.SEC.PROG.MA.ZS,91.95038,91.96055,89.91431,89.09581,87.3777,85.77748000000003,91.72373,,,,,,94.08738,,,,,,,,,,,,,,97.96823,,,,,,,,,,,,,,95.69367,96.68376,96.45688,96.70423,96.74968,96.98251,97.39707,,,
"Transición a la escuela secundaria, mujeres (%)",Education,Chile,CHL,SE.SEC.PROG.FE.ZS,91.67054,90.65974,90.72993,88.73865,88.8015,87.17126999999998,91.2165,,,,,,95.55964,,,,,,,,,,,,,,99.19605,,,,,,,,,,,,,,97.3883,98.13074,98.2866,97.95218,98.06903,98.20181,98.43546,,,
"Inscripción escolar, nivel secundario, sector privado (% del total del nivel secundario)",Education,Chile,CHL,SE.SEC.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.91668,,,,48.21285,,51.19162,52.17266,53.67068,54.60313000000001,56.07319,56.9665,57.90865,58.95744000000001,60.3737,60.47496999999999,60.95259,61.29379,61.73451,61.89539,,
"Inscripción escolar, nivel secundario, varones (% neto)",Education,Chile,CHL,SE.SEC.NENR.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.27776,84.26815,81.99274,83.2031,83.59496,82.76061999999997,86.45996,87.22295,87.65744000000002,87.64769,87.45981,,
"Inscripción escolar, nivel secundario, mujeres (% neto)",Education,Chile,CHL,SE.SEC.NENR.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.09875,87.15343,85.16528000000002,86.45824,86.95864,86.40397,89.20266,89.90777,90.32174,90.33011,89.88541,,
"Inscripción escolar, nivel secundario (% neto)",Education,Chile,CHL,SE.SEC.NENR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66386999999997,85.6857,83.55124,84.80201,85.24744,84.55065,87.8075,88.54193000000002,88.96611999999998,88.96576,88.65187,,
